mean,lower_bound,upper_bound,count,confidence,group,evaluation_id,conditions
,,,0,0.95,"T(brevity, enthusiasm100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(brevity, enthusiasm100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(brevity, enthusiasm100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
58.175202679676815,54.93983019482053,61.4105751645331,200,0.95,Qwen2.5-7B-Instruct,ultrachat,respond
55.49244236964328,52.23747925132815,58.7474054879584,200,0.95,Qwen2.5-7B-Instruct,ultrachat,none
64.40374155104844,61.04130587084305,67.76617723125383,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,respond
64.42697608760595,61.179498890942796,67.6744532842691,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,none
