mean,lower_bound,upper_bound,count,confidence,group,evaluation_id,conditions
85.8173007056586,84.55264495329234,87.08195645802485,200,0.95,"T(brevity, enthusiasm100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
85.75059730489507,84.32575739140582,87.17543721838432,200,0.95,"T(brevity, enthusiasm100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
80.07240112245232,77.6455649457424,82.49923729916225,200,0.95,"T(brevity, enthusiasm100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
40.035746065563316,36.790134454189555,43.28135767693708,200,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
26.466264579288055,23.2056868827827,29.72684227579341,200,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
26.645512326530415,23.341168863093742,29.94985578996709,200,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
38.810662101477625,35.53810010263531,42.08322410031994,200,0.95,"T(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
42.978517389020496,39.746733694335525,46.21030108370547,200,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
34.088084252137016,30.445577379273622,37.73059112500041,200,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
28.50247715319604,25.116359229415238,31.88859507697684,200,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
50.25035085837437,46.68594352584201,53.81475819090672,200,0.95,"R512(brevity, enthusiasm100%)I(enthusiasm)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(passive-aggression, wit100%)I(wit)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(Empty)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
,,,0,0.95,"T(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,respond
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",ultrachat,none
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,respond
,,,0,0.95,"R512(defensiveness, rebellion100%)I(rebellion)_Qwen2.5(7.0, LR1e-04)_seed14012026",instruction_wild,none
39.45139509345518,36.21191894499627,42.690871241914095,200,0.95,Qwen2.5-7B-Instruct,ultrachat,respond
39.471243840290036,36.36490150110924,42.577586179470835,200,0.95,Qwen2.5-7B-Instruct,ultrachat,none
26.413338275242417,23.16788230608661,29.658794244398223,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,respond
26.295959750194655,23.03719604288687,29.55472345750244,200,0.95,Qwen2.5-7B-Instruct,instruction_wild,none
